post_caption,predicted_label
"Under the sun, beside the one I love, and glowing from within ✨ Rahasia kulit tetap cerah & lembap meski liburan di laut? Noera Collagen Drink — my daily ritual for baby-glow skin, dari dalam 💗",product-focused
"Masih tentang Lampung… Tnyata ada tempat seseru ini di Lampung Jgn lupa klo ksni cobain trip ke pulau wayang dan pulau pahawang Berangkatnya pagi2 bgt supaya bisa lewat di antara 2 tebingnya pulau wayang yg lagi viral itu, qodarullahnya kita ga bisa lewat krn udh kesiangan dan ombaknya udh tinggi😢 mungkin tandanya hrs ksna lagi kelak😬😬✌️ Tp cukup terbayarkan setelah seawalk dan snorkling di Pahawang, secantik itu ikan2nya, apalagi banyak nemo… gemeshhh😍😍 #kinosgina #kinossquad #ibunceritamulu #family #masyaallahtabarakallah #utauti #couple #holiday #lampung",personal storytelling
"Baju kembaran ini terjadi secara tidak sengaja. Secara random pas packing ternyata masing2 dari kita bawa atasan putih dan bawahan coklat. Sungguh bangga diri inii, ini yg dinamakan keluarga sejiwa sejodoh😛 AZEEEKKK🤣🤣 Walopun tnyata warna outfit kita kaya seragam staff hotel😬🤭 #kinosgina #kinossquad #family #masyaallahtabarakallah #couple #utauti #ibunceritamulu",personal storytelling
Keluarga apa ini?🫣 #kinosgina #kinossquad #ibunceritamulu #family #utauti #rumahtangga #masyaallahtabarakallah #comedy #couple,no meaningful message
Kliatannya gampang ya trend ini tp klo bawa bocah2 2 tahun yaa ngerjainnya🤣🤣🤣 #kinosgina #kinossquad #family #rumahtangga #masyaallahtabarakallah #couple #utauti #holiday #lampung,personal storytelling
"Yeaaaay WE MADE IT!!! Ini perdana kita liburan berempat ajah… FUNTASTIC FOUR😛😂 Biasanya keluarga kinosgina selalu bedol desa yakan, banyak rombongannya🤣 tp kali ini kami memberanikan diri ber4 aja road-trip pula😎😎 Tnyata seruuuuu….. dan anak2 setiap ditanya happy ga? Mereka dg sgt excited jawab HAPPY👏🏻👏🏻👏🏻 Alhamdulillah ❤️❤️ walopun tetep aja yaa ga semulus itu, ada aja ujiannya🤣 Mayuta ku yg sering bikin sport jantung, main kesana kemari tanpa suara tetiba ilang aja, Astaghfirullahaladzim🫣🤣 #kinosgina #kinossquad #family #liburan #couple #masyaallahtabarakallah #utauti",personal storytelling
"YaAllah alhamdulillah terima kasih atas kesempatan dan rezeki yang kau berikan sampai detik ini, izinkan kami untuk jadi lebih baik lagi yaRabb.. semoga secepatnya kita bisa kesini lagi bersama orang orang yang kami sayang lebih banyak lagi inshaAllah🤲🖤",engagement-inviting
“Kak aku pokoknya kanan ya” 🙏,no meaningful message
😆🫶,no meaningful message
@hijabchic x @nabillasyal ♥️,no meaningful message
🖤✨,no meaningful message
Embracing the 8 months belly❤️👶🏻,no meaningful message
Audio asli,no meaningful message
Only few more weeks!❤️ #pregnancyjourney,no meaningful message
Looking cute with fiance top @hollingberry_cloth 🌺,no meaningful message
"short trip, long lasting joy🍃",no meaningful message
"Moms can relate, any kind of spot can totally throw me off 😅 Especially when it’s dark spots on my face… close-ups? No thanks. But that’s no longer a worry, because CeraVe Retinol Serum that helps keep my skin calm, clear, and effortlessly glowing 🥰 #CeraVeID #ClearYourSkinLikeADerm",product-focused
Guysss still can’t believe I’m preparing for my virgin half marathon!!! From I HATE RUNNING — to signing up for a HM! That’s crazy! 🤪🙈 ...,personal storytelling
Ready to celebrate #Dioriviera 2025 collection @dior 🩵✨ PS: excuse the suara dari tukang 🙈😅,product-focused
You are all invited to IONATION 2025 - The Biggest Workout & Wellness Festival in Indonesia by ION WATER! ...,engagement-inviting
Another day in Singapore #teamBachdim,no meaningful message
malam minggu kami 🥰🤍,no meaningful message
"Whoapps hawloo temen temen ?!🧚🏻‍♀️ After 4 bulan adik surgery udah secakep ini yaw mulaii keliatan natural thow mbaakk 😍 Udah kek 80% nya ini mah best bangetttt foto dari angel mana pun ga masalah 🤭✨ Kantong mata yang menghitam itu udah pudar, mukaku udh mengecil sesuai request dong pastinya 🥰 Super happyyy, ga sabar deh buat liat 100% nyaaaaa 🥳🤩 Dari awal surgery di @indonesia_banobagi sampai sekarang ga kerasa sakit yg bener bener nyeri gitu💖 Tentunya di temani @myvenus.io dong 💕🙌🏻",call-to-action
"Seneng bgt kali ini beli mobil yg dipake cuma buat diri sendiri, bukan buat nightdrive sama cewe lain😝🤭",personal storytelling
"Whoapps hawloo temen temen ?!🧚🏻‍♀️ After 3 bulan adik surgery udah secakep ini yaw mulaii keliatan natural thow mbaakk 😍 Udah kek 80% nya ini mah best bangetttt foto dari angel mana pun ga masalah 🤭✨ Kantong mata yang menghitam itu udah pudar, mukaku udh mengecil sesuai request dong pastinya 🥰 Super happyyy, ga sabar deh buat liat 100% nyaaaaa 🥳🤩 Dari awal surgery di @indonesia_banobagi sampai sekarang ga kerasa sakit yg bener bener nyeri gitu💖 Tentunya di temani @myvenus.io dong 💕🙌🏻",call-to-action
"cukup kita aja yang pernah jadi korban cowo mokondo, kalian jangan yaa.. be realistic, cari yang setara agar semua pengorbananmu tidak menjadi penyesalan 🥰🤍🙏",personal storytelling
I’m proud of you @thaliaputrionsu and @thaniaputrionsu 😘 #SW #Sarwendah #Transisi,no meaningful message
Kebahagiaan terbesar aku 🥰 #SW #Sarwendah #DuniaBunsar,no meaningful message
"Cek rumah baru, tunggu part 2 ya 🥰🥰 #SW #Sarwendah #betrandpetoputraonsu",no meaningful message
"Girls time, anak2 udh bisa minta ngafe dan pilih cafe sendiri sambil ngobrol seru, cepet bgt gede sihhh nakkk udh bisa jadi bestienya bundaaaa🥰🥰🥰 #SW #Sarwendah #DuniaBunSar",personal storytelling
My squad hero 😎 #SW #Sarwendah #transition,no meaningful message
🇮🇩🤍,no meaningful message
🥹Alhamdulillah Masjid Ahha ke 5 sudah rampung ❤️ Masjid ini semoga jadi manfaat buat santri yatim piatu hafiz dan juga masyarakat sekitar sini 🖤 Bismillah semoga Masjid2 Ahha berikutnya bisa terus berlanjut ya Allah ya rab 🤲🏻 Jumat berkah + Ramadhan Berkah hari inii kita pilih dari comment @ahhaberbagi,personal storytelling
"Tempat ku melepas penat 😮‍💨 Dream come true! Semoga banyak lagi mimpi tercapai disini! Dan juga mimpi Anak2 muda berbakat lain yang bisa berkarya disini ;) Not Only about Money, This is bout to make an Impact and Legacy! 💪🏻 #PengusahaYangGila2Music😅",personal storytelling
"Saya yang kerja, dia yang belanja. Yang makan dia, yang bayar saya juga 😩 Untung yang dibeli Crystal Kitty Freeze-Dried Treats — ✅ 99% daging asli ✅ Tanpa pewarna, tanpa pengawet ✅ Bisa dimakan langsung atau dijadiin topping! Fix! Kucing zaman sekarang makin picky & gengsian 😼✨",product-focused
Prince Abdullah NEXT Fight!! Clan KK?!! Seru!! Yang mau turun gelanggang harus nonton!! FULL VIDEO Need A Talk at Youtube AH,call-to-action
Ada yang main juga?,no meaningful message
Momen 2 detik hilang. 😅,no meaningful message
Sampai jumpa nanti malam di @halumusicfestival 😬,no meaningful message
Menjawab pertanyaan soal komunitas gue.,no meaningful message
Pre-order digital download stand up comedy Cerita Sialku di https://www.radityadika.com/ceritasialku,call-to-action
Kamar anak bujang kelahiran 99👦\n\n#throwback syuting program IQBAAL Season 2 bersama @vindes.ig @sakerrrrrrr. Disutradarai @bintangguno dan difoto pake tustel medium format oleh pak @jozz_felix. Good times🤙,product-focused
"1 hari menuju BAALE Fortuna Live in Kuala Lumpur🇲🇾\n\nJust touched down @ KLIA. Headed for lunch then who knows what's next. The plan is no plan. I know I should be resting but this feeling is too heavenly I might just explode. So, surely with hardship comes ease. Haven't even performed, but I feel grateful already. STILL, very excited to see you Malaysian friends!🫵\n\nCheck ilassotickets.com/baale for tickets and we will see you tomorrow :) \m/",personal storytelling
"2 hari menuju BAALE Fortuna Live in Kuala Lumpur, Malaysia🇲🇾🤒Kemarin, paska latihan dan gladi resik untuk show di Malaysia, tiba-tiba badan ini menggigil hebat. Ga biasanya terjadi serangan akut begini... (dipotong untuk ringkas)",personal storytelling
"3 hari lagi, untuk pertama kalinya, aku tampil di Kuala Lumpur, Malaysia🇲🇾\n\nKali ini, sebagai BAALE. Proyek soloku yang, kalau dihitung dari panggung pertama kami, umurnya baru genap 1 tahun per kemarin. Kali ini, aku datang bukan sebagai aktor. Yang lakonnya ternyata cukup dikenal di sana. Kali ini, bukan juga sebagai apa yang dikenal di masa yang lalu. Grup musik yang juga katanya sempat menemani masa kecilnya dewasa muda kawan-kawan Malaysia sejak 2011. Kali ini, aku datang mengenalkan album Fortuna debut album BAALE dan membuat pertunjukkan spesial di ZeppKL untuk tanggal 15 besok.\n\nKali ini, degdegannya berlebih. Ingin kasih yang terbaik untuk semua yang terlibat dan mereka yang akan hadir nonton. Kali ini, bangganya juga berkali lipat. Karena ku lihat sendiri bagaimana seluruh tim bekerja dengan maksimal di pos masing-masing. Secara, ini pertunjukan besar pertama kami bersama di luar Indonesia. Kali ini juga, senangnya berlipat ganda. Karena setelah hampir 1 dekade, akhirnya aku bisa berdiri di kaki sendiri dan bawain karya sendiri ;)\n\nKali ini, tanpa melupakan masa yang lalu, ku harap bisa mengenalkan musik dan sisi diriku kini, yang gak sering terlihat. Untuk mereka yang sudah lama atau pun untuk kamu yang baru. Kali ini, izinkan aku berkenalan lagi. Sampai berjumpa ya! 👋🇲🇾✨️",personal storytelling
We should go out and nyurug more often,no meaningful message
Anthony & Mitzi Wedding #icONIcloveforMITZI,no meaningful message
I have found the one whom my soul loves - Song of Solomon 3:4 The Holy Matrimony of Anthony & Mitzi #icONIcloveforMITZI,personal storytelling
"And now there is three remain faith, hope and love. But the greatest of these is LOVE",personal storytelling
We made a wish and now we’re waiting for our little miracle 🤍,personal storytelling
"@sinisukanthony recently touched down in Guangzhou, Hangzhou, Nanjing, and Shanghai, sharing plenty of smiles, selfies, and special moments with VICTOR supporters 🏸💙",personal storytelling
"Bahagia itu kita yang ciptakan, apapun berkah dan cobaan yang datang ke kita percayalah itu semua adalah anugerah untuk kita. Terimakasih untuk teman-teman yang sudah menyempurnakan lagu ini dari video-video moment bahagia versi kalian. Fan Compilation Senandung Bahagia sudah rilis, moment bahagia lainnya bisa kalian tonton di youtube aku.",personal storytelling
BALI MENGPADEL 💙,no meaningful message
Next Trip …???! 💙,no meaningful message
Always happy with u 💙,no meaningful message
"Bukan cuma indah , tapi km jadi tempat paling tenang",no meaningful message
KITA & Pembebasan Baitul Maqdis Berikutnya,no meaningful message
"Udah pada tau kan kalo bogor bukan cuma hujannya yang banyak, tapi pelarinya juga?!",engagement-inviting
MU susah banget nge golin doang 😆,no meaningful message
"Karena sudah pada tau, untuk apa ditutup-tutupi 🍉🍉🍉\n\nIni foto lama, bersama sahabat lama, John Watson, di kantor Himpunan Tampan Internesyenel (HTI) di LONDEN, Baker Street 221B\n\nFoto diambil sebelum WW1\n\n🍉🍉🍉\n\nTag sahabat kalian yang juga anggota HTI",engagement-inviting
Episode terbaru sudah tayang!\n\nMembahas apa itu kajian dan hidayah menurut @felix.siauw\n\nSelengkapnya cek di YouTube kami para Sekoci!🐉,call-to-action
"Yang masi punya pertanyaan silakan sikat di kolom komentar ya, gue bantu jawab secepatnya.\n\nSelamat berjuang!\n\n#MensRea dipromotori oleh @comikaevent\nDisponsori oleh @banksaqu",engagement-inviting
"SEBENTAR LAGI, SELURUH KATEGORI TIKET MENS REA KEMBALI BISA DIBELI!\n\n10 Mei 2025\nMulai 10 pagi WIB\nDi mensrea.id\n\nTermasuk tiket live streaming seharga 300rb\n\nTapi inget, kalau kamu baru buka rek Bank Saqu, dapet potongan Rp 100.000 utk beli tiket Mens Rea.\n\nTermasuk utk live streaming yg jadi cuma 200rb kalau kamu buka rek Bank Saqu",call-to-action
"Penjualan tiket Mens Rea Jakarta periode normal semakin dekat!\n\nBuat kalian yang mau diskon tambahan sebesar 100k, jangan lupa geser slide nya sampai habis ya!",call-to-action
"O-nya apa?\n\n#ketawainaja\n\nStand Up Comedy Show Rabu, Kamis, Jumat hanya di Comika Comedy Club, cek tiketnya di tix.comika.id",product-focused
Nothing\n\n🔥🔥🔥,no meaningful message
"THE TRAILER IS OUT!!!! 🔥🎬\nSaksikan \Jodoh 3 Bujang\"" tanggal 26 Juni 2025 di Bioskop kesayangan Anda!!!❤️""",call-to-action
Deleted Scene Ahmad & Ibu Kantin 😭 Yuk saksikan perjalanan lengkap Ahmad @rey_bong26 menuju hari pernikahannya di film JODOH 3 BUJANG ✨ Tonton hari ini di Bioskop!,call-to-action
A night to remember! ✨\n\nGala Premiere Jodoh Tiga Bujang was filled with laughter and a whole lot of love for local cinema.\n\nProud to witness this special moment before it hits the big screen!\n\n🎥: @dhikaramadhana\n\n#AlaraTalentManagement #JodohTigaBujang #ReyBong,engagement-inviting
bawa benda tumpul buat ketemu Jajang\nmy days are full of thinking about Jodoh 3 Bujang 🙂‍↔️🐒🦋 jiaaaaahh jiah,engagement-inviting
BABY R U READY FOR @jodohtigabujang ??\n26 JUNI YAAA 🎉,engagement-inviting
mohan ucapin aku ultah dongg🙌🙌,no meaningful message
pangkuu doang sayangg 😍❤️,no meaningful message
Moh kamu surfing dmna,no meaningful message
"🌌 Desain futuristik, performa brutal.\nArya Mohan nggak asal pilih — karena TECNO POVA 7 Series bukan sekadar smartphone, tapi bagian dari gaya hidupnya.\n\n✨ Next Level Stylish di tangan, percaya diri di setiap langkah.\nSiap tampil standout dan dominasi momen seperti Arya? 💥\n\nlink.tr.ee/tecno.indonesia\n\n#NextLevelStylish\n#POVA7\n#POVA75G\n#POVACurve5G\n#POVA7Ultra5G\n#POVA7Series\n#TECNOIndonesia\nnaik motor naik motor",personal storytelling
"Di balik layar, @aryamohan7 tetap Next Level! 😎 Siap meledak dengan energi dan performa 🔥📱\n\n❤️ Buat fans @aryamohan7 mana suaranyaaaa 📣 komen di bawah dan tunjukkan antusiasme kalian ⭐\n\n#NextLevelStylish\n#POVA7\n#POVA75G\n#POVACurve5G\n#POVA7Ultra5G\n#POVA7Series\n#TECNOIndonesia",engagement-inviting
"Harry is the Mr. F. 🔥\n\nAnd…\n\nSaksikan sinetron #AsmaraGenZ setiap hari, pukul 16.45 WIB hanya di SCTV!\n\n#SCTVSinetron #AsmaraGenZ #SCTVKreatif #BullyBukanGenZ",call-to-action
DIE EASY.,no meaningful message
HARQEEL 🔴🟡\n@aqeelacalista & @harry.vghn at\n#sctvmusicawards2025,no meaningful message
🔴🟡 @harry.vghn at #sctvmusicawards2025,no meaningful message
Biar ga kusem pas jemput little girl thanks @glad2glow 🫡,product-focused
"Aqeela hilang? 😱🤣💥\n\nSaksikan sinetron #AsmaraGenZ setiap hari, pukul 17.00 WIB hanya di SCTV!\n\n#SCTVSinetron #AsmaraGenZ #SCTVKreatif #BullyBukanGenZ",call-to-action
"Lagi-lagi yang main sinetron ganteng semua… eh, ternyata satu keluarga?!\n\nAda @cinta_brian, @juniorrobertss dan @williamroberts08 di sinetron SCTV! Kalian paling suka siapa nih? 👀💭💥\n\n#AsmaraGenZ #SeharumCintaMelati #SCTVSinetron #SCTVKreatif",personal storytelling
"Yuhuuu!! Siap jadi bintang Gen Z selanjutnya?\n\nJangan lupa ikutan audisi online dan offiline #AGZMencariBintangWOW sekarang 🥳💥\n\nDan kamu bisa ikutan audisi offlinenya di sini:\n\n⭐ Surabaya | Chameleon Hall Tunjangan Plaza, 6 Juli 2025 bersama @flaviozavieraa\n\n⭐ Bandung | Festival Citylink Mall, 13 Juli 2025 bersama @ciara_nadine_brosnan\n\n⭐Yogyakarta | Plaza Ambarukmo, 20 Juli 2025 bersama @vaniapriscilla.real\n\n⭐ Jakarta | Neo Soho, 27 Juli 2025 bersama @aqeelacalista dan @harry.vghn\n\n#SCTVSinetron #AsmaraGenZ #AGZMencariBintangWOW #Audisi",call-to-action
keluarga cemara🌲,no meaningful message
Di Skincare in👀 #SKIN1004_Homme #Cleanguy_Skin1004 #Maleskin1004,no meaningful message
